0.0000000000000000e+000	0.0000000000000000e+000	9.9999999999999978e-001
1.0000000000000000e-002	0.0000000000000000e+000	5.0176292710376769e-001
2.0000000000000000e-002	0.0000000000000000e+000	2.5323124972207389e-001
2.9999999999999999e-002	0.0000000000000000e+000	1.9040374559591286e-001
4.0000000000000001e-002	0.0000000000000000e+000	1.7440955023243632e-001
5.0000000000000003e-002	0.0000000000000000e+000	1.7033583084242526e-001
5.9999999999999998e-002	0.0000000000000000e+000	1.6846435993566350e-001
7.0000000000000007e-002	0.0000000000000000e+000	1.6729274942683031e-001
8.0000000000000002e-002	0.0000000000000000e+000	1.6614487219538385e-001
8.9999999999999997e-002	0.0000000000000000e+000	1.6516537239675999e-001
1.0000000000000001e-001	0.0000000000000000e+000	1.6411768166387483e-001
1.1000000000000000e-001	0.0000000000000000e+000	1.6318270051940978e-001
1.2000000000000000e-001	0.0000000000000000e+000	1.6217963093925347e-001
1.3000000000000000e-001	0.0000000000000000e+000	1.6126790852579184e-001
1.4000000000000001e-001	0.0000000000000000e+000	1.6029028605953502e-001
1.4999999999999999e-001	0.0000000000000000e+000	1.5939101128680785e-001
1.6000000000000000e-001	0.0000000000000000e+000	1.5842708773988676e-001
1.7000000000000001e-001	0.0000000000000000e+000	1.5753294669788531e-001
1.7999999999999999e-001	0.0000000000000000e+000	1.5657491811051627e-001
1.9000000000000000e-001	0.0000000000000000e+000	1.5568081369243775e-001
2.0000000000000001e-001	0.0000000000000000e+000	1.5472330868664991e-001
2.0999999999999999e-001	0.0000000000000000e+000	1.5382557956191714e-001
2.2000000000000000e-001	0.0000000000000000e+000	1.5286472706833948e-001
2.3000000000000001e-001	0.0000000000000000e+000	1.5196061888878529e-001
2.3999999999999999e-001	0.0000000000000000e+000	1.5099347398271140e-001
2.5000000000000000e-001	0.0000000000000000e+000	1.5008080036566773e-001
2.6000000000000001e-001	0.0000000000000000e+000	1.4910499559176763e-001
2.7000000000000002e-001	0.0000000000000000e+000	1.4818192632022159e-001
2.8000000000000003e-001	0.0000000000000000e+000	1.4719545868484574e-001
2.8999999999999998e-001	0.0000000000000000e+000	1.4626038686327927e-001
2.9999999999999999e-001	0.0000000000000000e+000	1.4526148448771908e-001
3.1000000000000000e-001	0.0000000000000000e+000	1.4431294100086650e-001
3.2000000000000001e-001	0.0000000000000000e+000	1.4329997632395669e-001
3.3000000000000002e-001	0.0000000000000000e+000	1.4233657234291028e-001
3.4000000000000002e-001	0.0000000000000000e+000	1.4130800274464689e-001
3.5000000000000003e-001	0.0000000000000000e+000	1.4032838891561372e-001
3.5999999999999999e-001	0.0000000000000000e+000	1.3928271372486672e-001
3.7000000000000000e-001	0.0000000000000000e+000	1.3828554935133330e-001
3.8000000000000000e-001	0.0000000000000000e+000	1.3722127677260404e-001
3.9000000000000001e-001	0.0000000000000000e+000	1.3620520498939592e-001
4.0000000000000002e-001	0.0000000000000000e+000	1.3512082505307910e-001
4.1000000000000003e-001	0.0000000000000000e+000	1.3408445151998233e-001
4.1999999999999998e-001	0.0000000000000000e+000	1.3297841259624998e-001
4.2999999999999999e-001	0.0000000000000000e+000	1.3192028608833614e-001
4.4000000000000000e-001	0.0000000000000000e+000	1.3079097326119299e-001
4.5000000000000001e-001	0.0000000000000000e+000	1.2970956694574989e-001
4.6000000000000002e-001	0.0000000000000000e+000	1.2855528084315493e-001
4.7000000000000003e-001	0.0000000000000000e+000	1.2744897312303419e-001
4.7999999999999998e-001	0.0000000000000000e+000	1.2626790777352895e-001
4.8999999999999999e-001	0.0000000000000000e+000	1.2513496142981514e-001
5.0000000000000000e-001	0.0000000000000000e+000	1.2392517953606631e-001
5.1000000000000001e-001	0.0000000000000000e+000	1.2276371768084722e-001
5.2000000000000002e-001	0.0000000000000000e+000	1.2152312167734211e-001
5.3000000000000003e-001	0.0000000000000000e+000	1.2033109904703204e-001
5.4000000000000004e-001	0.0000000000000000e+000	1.1905739690650075e-001
5.5000000000000004e-001	0.0000000000000000e+000	1.1783256573576789e-001
5.6000000000000005e-001	0.0000000000000000e+000	1.1652323211877808e-001
5.7000000000000006e-001	0.0000000000000000e+000	1.1526310356054084e-001
5.7999999999999996e-001	0.0000000000000000e+000	1.1391533939562111e-001
5.8999999999999997e-001	0.0000000000000000e+000	1.1261714382437689e-001
5.9999999999999998e-001	0.0000000000000000e+000	1.1122783921427165e-001
6.0999999999999999e-001	0.0000000000000000e+000	1.0988848992571462e-001
6.2000000000000000e-001	0.0000000000000000e+000	1.0845419287723454e-001
6.3000000000000000e-001	0.0000000000000000e+000	1.0707025393350787e-001
6.4000000000000001e-001	0.0000000000000000e+000	1.0558713597215810e-001
6.5000000000000002e-001	0.0000000000000000e+000	1.0415478164487706e-001
6.6000000000000003e-001	0.0000000000000000e+000	1.0261856812635563e-001
6.7000000000000004e-001	0.0000000000000000e+000	1.0113349699895187e-001
6.8000000000000005e-001	0.0000000000000000e+000	9.9539300904053649e-002
6.9000000000000006e-001	0.0000000000000000e+000	9.7996540667239118e-002
7.0000000000000007e-001	0.0000000000000000e+000	9.6338526437802607e-002
7.0999999999999996e-001	0.0000000000000000e+000	9.4732061128981582e-002
7.1999999999999997e-001	0.0000000000000000e+000	9.3002909847791249e-002
7.2999999999999998e-001	0.0000000000000000e+000	9.1325120688686687e-002
7.3999999999999999e-001	0.0000000000000000e+000	8.9515410465258849e-002
7.5000000000000000e-001	0.0000000000000000e+000	8.7756480084443630e-002
7.6000000000000001e-001	0.0000000000000000e+000	8.5854332618055543e-002
7.7000000000000002e-001	0.0000000000000000e+000	8.4001999909533595e-002
7.8000000000000003e-001	0.0000000000000000e+000	8.1993550576599405e-002
7.9000000000000004e-001	0.0000000000000000e+000	8.0033760268612655e-002
8.0000000000000004e-001	0.0000000000000000e+000	7.7904844731772560e-002
8.1000000000000005e-001	0.0000000000000000e+000	7.5823537131292973e-002
8.2000000000000006e-001	0.0000000000000000e+000	7.3561933574952401e-002
